Id,Company Name,IPO Status,Valuation $B,Valuation $B num,Funding $M,T#Founded,T#Date joined,Country,Headquarter,Category,Description,Website,Source,Years to be Unicorn,Founders,Investors,Estimated revenue,Female founders,Funding rounds,Last funding type
70,Compass,Private,6.4,2.75,1580,2012-10-04,2016-08-31,United States,"New York, New York, United States",E-commerce & direct-to-consumer,"Compass is building the first modern real estate platform, pairing the industryâ€™s top talent with technology.",http://www.compass.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Ori Allon, Robert Reffkin, Ugo Di Girolamo","Founders Fund, Thrive Capital, Wellington Management",$10M to $50M,No,11,Venture - Series Unknown
71,Confluent,Private,4.5,9,455.9,2014-09-23,2019-01-23,United States,"Mountain View, California, United States",Data management & analytics,Confluent offers a streaming platform based on Apache Kafka that enables companies to easily access data as real-time streams.,https://confluent.io/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jay Kreps, Jun Rao, Neha Narkhede","Benchmark, Sequoia Capital, Index Ventures",$10M to $50M,Yes,5,Series E
72,Convoy,Private,2.75,1,665.5,2015-01-01,2018-09-21,United States,"Seattle, Washington, United States","Supply chain, logistics, & delivery",Convoy is the most efficient digital freight network.,https://convoy.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Dan Lewis, Grant Goodale","Greylock Partners, capitalG, Y Combinator",$10M to $50M,No,6,Series D
73,Coupang,Private,9,1.5,3420,2010-01-01,2014-05-28,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",E-commerce & direct-to-consumer,Coupang offers an e-commerce platform that is powered by innovative technology and operations.,http://www.coupang.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Bom Kim,"Sequoia Capital, Founder 	  Collective, Wellington Management",$1B to $10B,No,8,Private Equity
74,Coursera,Private,1,1.65,443.1,2012-01-01,2019-04-25,United States,"Mountain View, California, United States",Edtech,Coursera is an online education company that partners with universities and organizations to offer classes on their platform.,http://www.coursera.org,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Andrew Ng, Daphne Koller","New Enterprise Associates, Kleiner Perkins Caufield & Byers, GSV Capital, Learn Capital",$10M to $50M,Yes,9,Series F
75,CrowdStrike,Public,IPO,6.2,481,2011-01-01,2017-05-01,United States,"Sunnyvale, California, United States",Cybersecurity,CrowdStrike is a cybersecurity technology firm pioneering cloud delivered next-generation endpoint protection and services.,http://www.crowdstrike.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Dmitri Alperovitch, George Kurtz, Gregg Marston","IVP, General Atlantic, Accel, Rackspace, Telstra Ventures",$50M to $100M,No,6,Series E
76,Cybereason,Private,1.5,1.4,388.6,2012-01-01,2019-08-06,United States,"Boston, Massachusetts, United States",Cybersecurity,Cybereason is an endpoint detection and response platform that identifies cyber attacks for effective response.,http://www.cybereason.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Lior Div, Yonatan Amit, Yossi Naar","SoftBank Group, CRV, Spark Capital",$10M to $50M,No,5,Series E
77,Dada-JD Daojia,Public,IPO,1,950,2014-06-01,2015-12-31,China,"Shanghai, Shanghai, China",E-commerce & direct-to-consumer,Dada-JD Daojia owns and operates an online crowdsourcing logistics portal and provides local instant delivery service.,http://imdada.cn,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Jun Yang, Philip Kuai","JD.com, Sequoia Capital, KUNLUN, Sequoia Capital China, Walmart",$500M to $1B,No,6,Corporate Round
78,Darktrace,Private,1.65,1,230.5,2013-01-01,2018-05-15,United Kingdom,"Cambridge, Cambridgeshire, United Kingdom",Artificial intelligence,Darktrace is the worldâ€™s leading cyber AI company and the creator of Autonomous Response technology.,https://www.darktrace.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Dave Palmer, Emily Orton, Jack Stockdale, Nicole Eagan, Poppy Gustafsson","KKR, Ten Eleven Ventures, Summit Partners",$50M to $100M,Yes,8,Series E
79,Databricks,Private,6.2,1.5,897,2013-01-01,2019-02-05,United States,"San Francisco, California, United States",Data management & analytics,"Databricks is a platform that helps its customers unify their analytics across business, data science, and data engineering.",https://databricks.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Ali Ghodsi, Andy Konwinski, Ion Stoica, Matei Zaharia, Patrick Wendell, Reynold Xin, Scott Shenker","Andreessen Horowitz, New Enterprise Associates, Battery Ventures",$10M to $50M,No,6,Series F
80,Dataiku,Private,1.4,2,146.84,2013-01-01,2019-12-04,United States,"New York, New York, United States",Internet software & services,"Dataiku develops Data Science Studio, the tool that lets data scientists and analysts do machine learning on any (dirty) data.",http://www.dataiku.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"ClÃ©ment Stenac, Florian Douetteau, Marc Batty, Thomas Cabrol","Alven Capital, FirstMark Capital, capitalG",$10M to $50M,No,7,Secondary Market
81,DataRobot,Private,1,1.12,430.6,2012-06-01,2019-07-29,United States,"Boston, Massachusetts, United States",Artificial intelligence,DataRobot delivers trusted AI technology and ROI enablement services to global enterprises competing in todayâ€™s Intelligence Revolution.,http://datarobot.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Jeremy Achin, Thomas DeGodoy","New Enterprise Associates, Accomplice, IA Ventures",$50M to $100M,No,7,Series E
82,Dave,Private,1,1.5,183,2016-10-28,2019-09-30,United States,"Los Angeles, California, United States",Fintech,"Dave is a leading US challenger bank on a mission to put everyoneâ€™s financial mind at ease with free overdraft cash, budgeting and side gigs",http://www.Dave.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Jason Wilk, John Wolanin, Paras Chitakar","Section 32, SV Angel, Norwest Venture Partners",$1M to $10M,No,6,Series B
83,Delhivery,Private,1.5,1.8,934.57,2011-01-01,2019-02-27,India,"Gurgaon, Haryana, India","Supply chain, logistics, & delivery",Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.,http://delhivery.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Times Internet, Nexus Venture Partners, SoftBank Group",$100M to $500M,No,9,Secondary Market
84,Deliveroo,Private,2,1,1530,2012-01-01,2017-09-25,United Kingdom,"London, England, United Kingdom","Supply chain, logistics, & delivery",Deliveroo owns and operates an online food delivery platform in the United Kingdom.,https://deliveroo.co.uk/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Greg Orlowski, William Shu","Accel Partners, General Catalyst, Index Ventures",$500M to $1B,No,9,Series G
85,Deposit Solutions,Private,1.12,56,198.87,2011-01-01,2019-09-18,Germany,"Hamburg, Hamburg, Germany",Fintech,Deposit Solutions is provider of the open banking platform for deposits connecting banks and depositors.,http://www.deposit-solutions.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,Tim Sievers,"e.ventures, Greycroft, FinLab",$1M to $10M,No,6,Venture - Series Unknown
86,Desktop Metal,Private,1.5,1.15,436.76,2015-01-01,2017-07-17,United States,"Burlington, Massachusetts, United States",Hardware,Desktop Metal is reinventing the way design and manufacturing teams print with metal.,http://www.desktopmetal.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"A. John Hart, Christopher A Schuh, Ely Sachs, Emanuel M. Sachs, Jonah Myerberg, Ric Fulop, Rick Chin, Yet-Ming Chiang","Australian Future Fund, GE Ventures, Data Collective",$10M to $50M,No,7,Series E
