Id,Company Name,IPO Status,Valuation_$B,Valuation_$B_num,Funding $M,Founded,Date_joined,Country,Headquarter,Category,Description,Website,Source,Years_to_be_Unicorn,Founders,Investors,Estimated_revenue,Female_founders,Funding_rounds,Last_funding_type
1,17zuoye,Private,1,1,585,1/1/2011,3/7/2018,China,"Shanghai, Shanghai, China",Edtech,"17zuoye is an online learning platform for K-12 students, as well as teachers, and parents.",http://www.17zuoye.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Dun Xiao, Liu Chang","DST Global, Temasek Holdings",$1M to $10M,No,9,Series E
2,4Paradigm,Private,2,2,375.26,1/1/2014,12/19/2018,China,"Beijing, Beijing, China",Artificial intelligence,"4Paradigm is an AI technology that helps enterprises to improve work efficiency, reduce risks and achieve greater commercial values.",https://www.4paradigm.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Feng Tian, Qiang Yang, Shiwei Hu, Wenyuan Dai, Yuqiang Chen","Sequoia Capital China, China Construction Bank, Bank of China",-,Yes,7,Series C
3,58 Daojia,Private,1,1,300,9/1/2014,2/18/2016,China,"Beijing, Beijing, China",Internet software & services,"58 Daojia provides online information and access to high-quality offline services such as cleaning, moving, babysitting, and beauty care.",https://bj.daojia.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,Jinbo Yao,"KKR, Alibaba Group, Ping An Insurance",$50M to $100M,No,1,Series A
4,ABOUT YOU,Private,1,1,300,1/1/2014,7/19/2018,Germany,"Hamburg, Hamburg, Germany",E-commerce & direct-to-consumer,"ABOUT YOU is an eCommerce platform for clothing, shoes and accessories.",https://corporate.aboutyou.de,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Sebastian Betz, Tarek Muller","German Media Pool, Seven Venture Capital",$500M to $1B,No,2,Corporate Round
5,ACV Auctions/ ACV,Private,1.5,1.5,296.6,1/1/2014,11/12/2019,United States,"Buffalo, New York, United States",E-commerce & direct-to-consumer,ACV is a full-service dealer marketplace that runs online automotive auctions.,https://www.acvauctions.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Daniel Magnuszewski, Jack Greco, Joseph Neiman","Bessemer Venture Partners, Tribeca Venture Partners, Bain Capital Ventures",$100M to $500M,No,8,Series E
6,Affirm,Private,2.9,2.9,1020,1/1/2012,12/11/2017,United States,"San Francisco, California, United States",Fintech,Affirm is a financial technology services company that offers installment loans to consumers at the point of sale.,https://affirm.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Jeffrey Kaditz, Max Levchin, Nathan Gettings","Andreessen Horowitz, Khosla Ventures, Singapore Wealth Fund",$50M to $100M,No,8,Series F
7,Aihuishou,Private,2.5,2.5,777.62,1/1/2011,7/12/2018,China,"Yangpu, Hainan, China",E-commerce & direct-to-consumer,Aihuishou is a bidding-based C2B platform for recycling and selling second-hand electronic items such as mobile phones.,http://aihuishou.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,Wenjun Sun,"Morningside Ventures, JD.com, Tiantu Capital",$10M to $50M,No,7,Corporate Round
8,Aijia Life/ Aijia Home Furnishing Products,Private,1,1,145.73,1/1/2015,9/17/2018,China,"Nanjing, Jiangsu, China",Other,Aijia Home Furnishing Products is an online home furnishing platform,https://www.ihomefnt.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,Chen Jun,"Tiantu Capital, Fortune Capital, Zhenghedao Fund",-,No,2,Series B
9,Airtable,Private,1.1,1.1,170.6,9/1/2012,11/15/2018,United States,"San Francisco, California, United States",Internet software & services,Airtable is a cloud-based software company that blends a traditional spreadsheet with a database.,https://airtable.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Andrew Ofstad, Emmett Nicholas, Howie Liu","Caffeinated Capital, CRV, Founder Collective",$10M to $50M,No,5,Series C
10,Airwallex,Private,1.8,1.8,362,12/1/2015,3/25/2019,Australia,"Quarry Bay, Hong Kong Island, Hong Kong",Fintech,Airwallex is a financial services platform committed to building global financial infrastructure to scale the digital economy.,http://www.airwallex.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Jack Zhang, Jacob Dai, Lucy Yueting Liu, Max Li","DST Global, Sequoia Capital China, Tencent Holdings",$10M to $50M,Yes,8,Series D
11,AIWAYS,Private,1.59,1.59,791.73,2/1/2017,4/16/2018,China,"Shanghai, Shanghai, China",Auto & transportation,"AIWAYS is a manufacturer of smart electric car, based in Shanghai.",https://www.ai-ways.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Fu Qiang, Gu Feng","Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",$100M to $500M,No,4,Series C
12,Allbirds,Private,1.4,1.4,77.45,1/1/2015,10/11/2018,United States,"San Francisco, California, United States",E-commerce & direct-to-consumer,Allbirds is an apparel and fashion company that specializes in manufacturing eco-friendly wool shoes.,https://www.allbirds.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Joseph Zwillinger, Joseph Zwillinger, Tim Brown","Lerer Hippeau Ventures, T. Rowe Price, Tiger Global Management",$50M to $100M,No,5,Series C
13,Alto Pharmacy,Private,1,1,356,6/1/2015,1/30/2020,United States,"San Francisco, California, United States",Health,Alto Pharmacy operates an online retail platform for prescription drugs.,https://www.alto.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jamie Karraker, Mattieu Gamache-Asselin, Vlad Blumen","Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",$10M to $50M,No,8,Series D
14,Amplitude,Private,1,1,186,1/1/2012,5/21/2020,United States,"San Francisco, California, United States",Data management & analytics,Amplitude is a product intelligence platform that provides digital product tools that help teams run and grow their businesses.,http://amplitude.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Curtis Liu, Jeffrey Wang, Spenser Skates","Benchmark, Battery Ventures, Institutional Venture Partners",$10M to $50M,No,10,Series E
15,Anduril/ Anduril Industries,Private,1.9,1.9,241,1/1/2017,9/11/2019,United States,"Orange, California, United States",Artificial intelligence,Anduril Industries is a defense product company that builds technology for military agencies and border surveillance.,https://www.anduril.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Brian Schimpf, Joseph Chen, Matt Grimm, Palmer Luckey, Trae Stephens","Andreessen Horowitz, Founders Fund, Revolution Ventures",$10M to $50M,No,3,Series C
16,Apeel Sciences,Private,1,1,360.1,1/1/2012,5/26/2020,United States,"Goleta, California, United States",Other,Apeel Sciences develops plant-derived shelf life extension technology for fresh produce that improves quality and reduces food waste.,http://Apeel.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,James Rogers,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",$10M to $50M,No,7,Series D
17,AppLovin,Private,1.4,1.4,1390,3/1/2012,1/1/2017,United States,"Palo Alto, California, United States",Mobile & telecommunications,AppLovin is a global leader in mobile entertainment.,https://www.applovin.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Adam Foroughi, Andrew Karam, John Krystynak","Orient Hontai Capital, Webb Investment Network",$100M to $500M,No,5,Private Equity
18,ApplyBoard,Private,1.5,1.5,125.2,5/1/2015,5/5/2020,Canada,"Waterloo, Ontario, Canada",Edtech,ApplyBoard is an online platform that empowers international students to discover and apply to institutions.,http://www.applyboard.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Martin Basiri, Massi Basiri, Meti Basiri","Artiman Ventures, Plug and Play Ventures, Anthos Capital",$1M to $10M,No,5,Series C
19,AppsFlyer,Private,1.6,1.6,293.1,4/1/2011,1/21/2020,United States,"San Francisco, California, United States",Mobile & telecommunications,AppsFlyer is a mobile ad attribution platform that allows advertisers to analyze which campaigns drive results.,http://www.appsflyer.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Oren Kaniel, Reshef Mann","Magma Venture Partners, Pitango Venture Capital, Qumra Capital",$100M to $500M,No,5,Series D
20,APUS Group,Private,1.73,1.73,116.04,6/1/2014,1/16/2015,China,"Beijing, Beijing, China",Mobile & telecommunications,APUS is a technology company that provides the best mobile products and user experience for android tablet and smartphone users.,http://www.apusapps.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",1,Tao Li,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",$10M to $50M,No,2,Series B
21,Argo AI,Private,7.25,7.25,3600,1/1/2016,7/12/2019,United States,"Pittsburgh, Pennsylvania, United States",Artificial intelligence,Argo AI is a self-driving technology platform company.,https://www.argo.ai,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Bryan Salesky, Peter Rander","Volkswagen Group, Ford Autonomous Vehicles",$10M to $50M,No,2,Corporate Round
22,Arrival,Private,3.91,3.91,111.37,1/1/2015,1/15/2020,United Kingdom,"London, England, United Kingdom",Auto & transportation,Arrival is a technology company that specializes in developing electric vehicles.,https://arrival.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Denis Sverdlov,"Kia Motors Company, Hyundai Motor Company",$100M to $500M,No,1,Corporate Round
23,ASR Microelectronics,Private,1.6,1.6,333.87,4/1/2015,4/30/2020,China,"Shanghai, Shanghai, China",Hardware,ASR Microelectronics  is a computer chip company.,http://www.asrmicro.com/asrweb_en/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Vincent Tai,"Shenzhen Capital Group, Sequoia Capital China, Hillhouse Capital Management",-,No,4,Series D
24,Atom Bank,Private,1.25,1.25,584.43,3/1/2014,3/7/2018,United Kingdom,"Durham, Durham, United Kingdom",Fintech,Atom Bank is a mobile banking application that offers a range of personal and business banking products.,https://www.atombank.co.uk/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Anthony Thomson, David McCarthy, Mark Mullen","Toscafund Asset Management, Woodford Investment Management, BBVA",$10M to $50M,No,8,Grant
25,Aurora,Private,2.5,2.5,690,1/1/2017,2/7/2019,United States,"Palo Alto, California, United States",Auto & transportation,"Aurora is delivering the benefits of self-driving technology safely, quickly, and broadly.",https://aurora.tech/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Chris Urmson, J. Andrew Bagnell, Sterling Anderson","Index Ventures, Greylock Partners, Lightspeed Venture Partners",$10M to $50M,No,2,Series B
26,Auth0,Private,1.92,1.92,332.28,2/1/2013,5/20/2019,United States,"Bellevue, Washington, United States",Cybersecurity,Auth0 operates a cloud-based identity platform for developers.,https://auth0.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Eugenio Pace, Matias Woloski","Bessemer Venture Partners, K9 Ventures, Trinity Ventures",$10M to $50M,No,7,Series F
27,AUTO1 Group,Private,3.54,3.54,1380,1/1/2012,8/3/2015,Germany,"Berlin, Berlin, Germany",E-commerce & direct-to-consumer,AUTO1 Group is an online automotive platform that aims to connect buyers and sellers of cars throughout Europe.,http://www.auto1-group.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Christian Bertermann, Hakan Koc","Digital Sky Technologies, Piton Capital, DN Capital, SoftBank Group",$1B to $10B,No,9,Convertible Note
28,Avant,Private,2,2,1580,11/1/2012,9/30/2015,United States,"Chicago, Illinois, United States",Artificial intelligence,"Avant is an online lending platform that offers alternatives to its clients with safer, faster, better financial products.",http://www.avant.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Al Goldstein, John Sun, Paul Zhang","RRE Ventures, Tiger Global, August Capital",$100M to $500M,No,9,Series E
29,Away,Private,1.4,1.4,181,2/1/2015,5/15/2019,United States,"New York, New York, United States",E-commerce & direct-to-consumer,Away is a modern travel and lifestyle brand designed with thoughtful features that solve real travel problems,https://www.awaytravel.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jen Rubio, Steph Korey","Global Founders Capital, Comcast Ventures,	Forerunner Ventures",$10M to $50M,Yes,5,Series D
30,Babylon Health,Private,2,2,635.31,1/1/2013,8/2/2019,United Kingdom,"London, England, United Kingdom",Artificial intelligence,"Babylon Health aims to provide accessible, affordable healthcare by combining AI with doctors.",https://www.babylonhealth.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,Ali Parsa,"Kinnevik, Vostok New Ventures, Public Investment Fund of Saudi Arabia",$1M to $10M,No,3,Series C
31,Banma Network Technologies,Private,1,1,233,1/1/2015,9/13/2018,China,"Shanghai, Shanghai, China",Auto & transportation,Banma Network Technologies is an Internet car startup that intends to open up its AliOS in-car operating system to developers and carmakers.,https://www.hellobanma.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,-,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",-,No,1,Series A
32,BeiBei,Private,1,1,224.3,1/1/2011,1/22/2015,China,"Hangzhou, Zhejiang, China",E-commerce & direct-to-consumer,"Beibei is a maternal and infant product e-commerce platform that offers discounted childrenâ€™s clothes, shoes, toys and other supplies.",http://beibei.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Lianglun Zhang,"Banyan Capital, New Horizon 	  Capital, IDG Capital Partners",$1M to $10M,No,4,Series D
33,Beike Zhaofang/ Ke.com,Private,14,14,3600,11/14/2017,7/18/2019,China,"Beijing, Beijing, China",Internet software & services,"Beike is a platform that enables real estate agents to list second-hand property, new property, and rental property.",http://www.ke.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,-,"Tencent Holdings, Hillhouse Capital Management, Source Code Capital",-,No,5,Series D
34,BenevolentAI,Private,2.1,2.1,292,11/13/2013,6/2/2015,United Kingdom,"London, England, United Kingdom",Artificial intelligence,BenevolentAI is a developer of artificial intelligence and computational medicine technologies.,https://www.benevolent.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Brent Gutekunst, Ivan Griffin, Ken Mulvany, Michael Brennan",Woodford Investment Management,$10M to $50M,No,3,Venture - Series Unknown
35,BigBasket,Private,1,1,1120,10/1/2011,5/6/2019,India,"Bangalore, Karnataka, India","Supply chain, logistics, & delivery",BigBasket is an online food and grocery store that delivers personal and household needs right to the customer's doorstep.,http://bigbasket.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Ramesh, VS Sudhakar","Alibaba Group, Bessemer Venture Partners, Helion Venture Partners",$100M to $500M,No,17,Debt Financing
36,Bird Rides/ Bird,Private,2.78,2.78,623,1/1/2017,5/29/2018,United States,"Santa Monica, California, United States",Auto & transportation,Bird designs a vehicle sharing platform that provides affordable transportation solutions to communities across the world.,https://www.bird.co/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,Travis VanderZanden,"Tusk Ventures, Craft Ventures, Sequoia Capital",$10M to $50M,No,6,Series D
37,Bitfury/ Bitfury Group,Private,1,1,170,1/1/2011,11/6/2018,Netherlands,"Amsterdam, Noord-Holland, The Netherlands",Hardware,Bitfury is the leading full service bitcoin and blockchain technology company.,http://www.bitfury.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Valery Nebesny, Valery Vavilov","Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",$500M to $1B,No,6,Venture - Series Unknown
38,Bitmain Technologies/ Bitmain,Private,12,12,764.7,1/1/2013,7/6/2018,China,"Beijing, Beijing, China",Hardware,Bitmain is a design and manufacture of high performance computing chips and software.,https://www.bitmain.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Jihan Wu, Micree Zhan","Coatue Management, Sequoia Capital China, IDG Capital",$1B to $10B,No,4,Series B
39,Bolt,Private,1.9,1.9,409.91,8/1/2013,5/30/2018,Estonia,"Tallinn, Harjumaa, Estonia",Auto & transportation,Bolt is a transportation platform providing ride-hailing and scooter sharing services.,https://bolt.eu/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Markus Villig, Martin Villig, Oliver Leisalu","Didi Chuxing, Diamler, TMT Investments",$50M to $100M,No,9,Convertible Note
40,Branch,Private,1,1,367.05,4/15/2014,9/10/2018,United States,"Redwood City, California, United States",Mobile & telecommunications,Branch helps companies drive seamless mobile experiences through its linking infrastructure powering thousands of today's top brands.,https://branch.io,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Alex Austin, Dmitri Gaskin, Mada Seghete, Mike Molinet","New Enterprise Associates, Pear, Cowboy Ventures",$10M to $50M,Yes,7,Series E
41,Brex,Private,3,3,732.12,3/1/2017,10/5/2018,United States,"San Francisco, California, United States",Fintech,"Brex is a fintech company that provides a corporate credit card called the Brex Card for technology, e-commerce, and life science companies.",https://brex.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Henrique Dubugras, Pedro Franceschi","DST Global, Ribbit Capital, Greenoaks Capital Management",$10M to $50M,No,11,Series C
42,Bright Health,Private,1,1,1080,11/1/2015,12/17/2019,United States,"Minneapolis, Minnesota, United States",Health,Bright Health develops a health insurance service platform designed to deliver quality healthcare experience.,http://brighthealthplan.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Kyle Rolfing, Robert John Sheehy, Tom Valdivia","New Enterprise Associates, Bessemer Venture Partners, Flare Capital Partners",$10M to $50M,No,4,Series D
43,Bukalapak,Private,2.5,2.5,50,1/1/2011,11/16/2017,Indonesia,"Jakarta, Jakarta Raya, Indonesia",E-commerce & direct-to-consumer,Bukalapak operates an e-commerce shopping portal intended to offer a wide range of consumer products across Indonesia.,http://bukalapak.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Achmad Zaky, Fajrin Rasyid, Nugroho Herucahyono","500 Startups, Batavia Incubator, Emtek Group",$1M to $10M,No,8,Venture - Series Unknown
44,Butterfly Network,Private,1.25,1.25,350,1/1/2011,7/13/2018,United States,"Guilford, Connecticut, United States",Artificial intelligence,Butterfly Network designs a medical imaging device that reduces the cost of real-time and three-dimensional imaging and treatment.,https://www.butterflynetinc.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Jonathan M. Rothberg, Nevada Sanchez, Tyler S. Ralston","Bill & Melinda Gates Foundation, Aeris Capital,",$10M to $50M,No,2,Series D
45,BYJU'S/ BYJUâ€™S,Private,10.5,10.5,1470,11/30/2011,7/25/2017,India,"Bangalore, Karnataka, India",Edtech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,http://www.byjus.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Byju Raveendran, Divya Gokulnath","Tencent Holdings, Lightspeed India Partners, Sequoia Capital India",$50M to $100M,Yes,15,Venture - Series Unknown
46,BYTON,Private,2.5,2.5,1200,1/1/2016,4/20/2018,China,"Nanjing, Jiangsu, China",Auto & transportation,BYTON operates as an electric vehicle company that designs cars as a fully connected smart device on wheels.,https://www.byton.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Carsten Breitfeld, Daniel Kirchert","FAW Group, Tencent Holdings, Tus Holdings",$50M to $100M,No,5,Series C
47,Cabify,Private,1.4,1.4,477,12/1/2011,1/22/2018,Spain,"Madrid, Madrid, Spain",Auto & transportation,"Cabify is a ride-sharing company that operates in Latin America, Spain, and Portugal.",http://www.cabify.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Adrian Merino, Francisco Montero, Juan De Antonio, Sam Lown, Vicente Pascual","Seaya Ventures, Otter Rock Capital, Rakuten",$10M to $50M,No,8,Debt Financing
48,Calm,Private,1,1,143.04,5/4/2012,2/6/2019,United States,"San Francisco, California, United States",Consumer & retail,Calm offers a global health and wellness brand application designed to help its users meditate and relax.,http://www.calm.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Alex Tew, Michael Acton Smith","Insight Venture Partners, TPG Growth, Sound Ventures",$10M to $50M,No,8,Secondary Market
49,Canva,Private,6,2.4,301.56,1/1/2012,1/8/2018,Australia,"Sydney, New South Wales, Australia",Internet software & services,Canva is an online design and publishing platform that provides user friendly design tools for non-designers.,http://www.canva.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Cameron Adams, Cliff Obrecht, Melanie Perkins","Sequoia Capital China, Blackbird Ventures, Matrix Partners",$100M to $500M,Yes,12,Venture - Series Unknown
50,Carbon,Private,2.4,1.7,583,1/1/2013,12/20/2017,United States,"Redwood City, California, United States",Hardware,"Carbon is reinventing how polymer products are designed, engineered, manufactured, and delivered, towards a digital and sustainable future.",http://carbon3d.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Dr. Joseph M. DeSimone, Philip DeSimone","Google Ventures, Sequoia Capital, Wakefield Group",$10M to $50M,No,6,Series E
51,Carta,Private,1.7,1,627.8,1/1/2012,5/6/2019,United States,"San Francisco, California, United States",Fintech,"Carta is building a global ownership management platform to help companies, investors, and employees manage their equity.",http://carta.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Henry Ward, Manu Kumar","Menlo Ventures, Spark Capital, Union Square Ventures",$10M to $50M,No,10,Series F
52,Cazoo,Private,1,1.4,246.72,1/1/2018,6/23/2020,United Kingdom,"London, England, United Kingdom",E-commerce & direct-to-consumer,"Cazoo is a platform that enables users to buy, finance or rent a used car entirely online.",https://www.cazoo.co.uk/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,Alexander Edward Chesterman,"dmg ventures, General Catalyst, Octopus Ventures",$10M to $50M,No,5,Venture - Series Unknown
53,Celonis,Private,2.5,1.5,367.5,1/1/2011,6/26/2018,Germany,"Munich, Bayern, Germany",Data management & analytics,"Celonis offers process mining technology that helps visualize, analyze, and improve company processes.",https://www.celonis.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Alexander Rinke, Bastian Nominacher, Martin Klenk","Accel, 83North",$100M to $500M,No,3,Series C
54,CGTZ,Private,1.4,5.5,521.06,10/1/2013,2/21/2017,China,"Hangzhou, Zhejiang, China",Fintech,CGTZ is a fintech platform which provides investment- and loan-related products and services.,https://www.cgtz.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,-,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",-,No,4,Series D
55,Changingedu,Private,1.5,2.2,188,1/1/2014,10/30/2017,China,"Xuhui, Shanghai, China",Edtech,Changingedu is a Shanghai-based online education service app maker.,https://www.changingedu.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,Liu Changke,"Trustbridge Partners, IDG Capital, Sequoia Capital China",Less than $1M,No,5,Series D
56,Checkout.com,Private,5.5,5.8,380,1/1/2012,5/2/2019,United Kingdom,"London, England, United Kingdom",Fintech,Checkout.com is an API-based platform providing online payment solutions that improve the user's checkout experience.,http://www.checkout.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,Guillaume Pousaz,"Insight Partners, DST Global",$50M to $100M,No,2,Series B
57,Checkr,Private,2.2,1,309,1/1/2014,9/19/2019,United States,"San Francisco, California, United States",Internet software & services,Checkr seeks to automate the process of professional background checks.,https://checkr.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Daniel Yanisse, Jonathan Perichon","Y Combinator, Accel, T. Rowe Price",$100M to $500M,No,5,Series D
58,Chime,Private,5.8,3,1080,1/1/2013,3/5/2019,United States,"San Francisco, California, United States",Fintech,"Chime helps members avoid bank fees, save money automatically, and lead healthier financial lives.",http://www.chimebank.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Chris Britt, Ryan King","Forerunner Ventures, Crosslink Capital, Homebrew",$100M to $500M,No,9,Series E
59,China Cloud/ Chinac.com,Private,1,1,378.62,1/1/2010,6/11/2018,China,"Wuxi, Anhui, China",Hardware,Chinac.com is a Chinese domestic cloud computing infrastructure operator that provides IT solutions and outsourcing services.,http://www.chinac.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,Xu Guangbin,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",$50M to $100M,No,5,Series E
60,Circle Internet Financial/ Circle,Private,3,3.32,271,1/1/2013,5/15/2018,United States,"Boston, Massachusetts, United States",Fintech,"Circle is a global internet finance company, built on blockchain technology and powered by crypto assets.",https://www.circle.com/en/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Jeremy Allaire, Sean Neville","General Catalyst, Digital Currency Group, Accel",$10M to $50M,No,8,Venture - Series Unknown
61,ClassPass,Private,1,1.2,549,1/1/2013,1/8/2020,United States,"New York, New York, United States",Internet software & services,"ClassPass is a membership program for fitness classes across multiple gyms and studios, making working out more accessible.",http://classpass.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Mary Biggins, Payal Kadakia, Sanjiv Sanghavi","General Catalyst, L Catterton, Acequia Capital",$100M to $500M,Yes,9,Series E
62,Cloudwalk/ CloudWalk Technology,Private,3.32,1,804.75,1/1/2015,10/8/2018,China,"Beijing, Beijing, China",Artificial intelligence,"CloudWalk Technology is an AI platform that provides facial recognition services for the financial, public security, and aviation sectors.",http://www.cloudwalk.cn/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,Zhou Xi,"Oriza Holdings, Guangdong Technology Financial Group",$100M to $500M,No,6,Venture - Series Unknown
63,Clover Health,Private,1.2,2.5,925,1/1/2013,5/10/2017,United States,"San Francisco, California, United States",Health,Clover Health is a new health insurance company.,http://cloverhealth.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Kris Gale, Vivek Garipalli","Google Ventures, Sequoia Capital, First Round Capital",$100M to $500M,No,6,Series E
64,CMR Surgical,Private,1,8,384.84,1/27/2014,9/17/2019,United Kingdom,"Cambridge, Cambridgeshire, United Kingdom",Health,CMR Surgical is developing the next-generation surgical robotic system for minimal access surgery.,https://cmrsurgical.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Luke Hares, Mark Slack, Martin Frost","Cambridge Innovation Capital, LGT Capital Partners, Escala Capital",$50M to $100M,No,4,Series C
65,Cohesity,Private,2.5,6.4,660,6/1/2013,6/11/2018,United States,"San Jose, California, United States",Data management & analytics,"Cohesity offers hyperconverged secondary storage for backups, test/dev, file services and analytics use cases.",http://www.cohesity.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Mohit Aron,"SoftBank Group, Sequoia Capital, Wing Venture Capital",$100M to $500M,No,6,Series E
66,Coinbase,Private,8,4.5,547.31,6/1/2012,8/10/2017,United States,"San Francisco, California, United States",Fintech,Coinbase is a digital currency wallet service that allows traders to buy and sell bitcoin.,http://www.coinbase.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Brian Armstrong, Fred Ehrsam","Y Combinator, Union Square Ventures, DFJ Growth",$100M to $500M,No,9,Secondary Market
67,Compass,Private,6.4,2.75,1580,10/4/2012,8/31/2016,United States,"New York, New York, United States",E-commerce & direct-to-consumer,"Compass is building the first modern real estate platform, pairing the industryâ€™s top talent with technology.",http://www.compass.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Ori Allon, Robert Reffkin, Ugo Di Girolamo","Founders Fund, Thrive Capital, Wellington Management",$10M to $50M,No,11,Venture - Series Unknown
68,Confluent,Private,4.5,9,455.9,9/23/2014,1/23/2019,United States,"Mountain View, California, United States",Data management & analytics,Confluent offers a streaming platform based on Apache Kafka that enables companies to easily access data as real-time streams.,https://confluent.io/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jay Kreps, Jun Rao, Neha Narkhede","Benchmark, Sequoia Capital, Index Ventures",$10M to $50M,Yes,5,Series E
69,Convoy,Private,2.75,1,665.5,1/1/2015,9/21/2018,United States,"Seattle, Washington, United States","Supply chain, logistics, & delivery",Convoy is the most efficient digital freight network.,https://convoy.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Dan Lewis, Grant Goodale","Greylock Partners, capitalG, Y Combinator",$10M to $50M,No,6,Series D
